"slug","name","alternate_name","city","district","category","google_rating","google_reviews_count","price_level","work_friendly","group_friendly","late_night","family_friendly","indoor_seating","outdoor_seating","parking","specialty_coffee","desserts","official_instagram","phone","hours_summary","editorial_summary","confidence","status","last_verified_at","source_notes","sector","canonical_name_ar","canonical_name_en","short_address","branch_group","branch_label","reference_url","quietness","crowd_level","place_personality","best_visit_time","why_choose_it","not_for_whom","duplicate_of","archive_reason"
"tatli-cafe-buraidah","تاتلي كافيه","Tatli Cafe","بريدة","البساتين","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","اسم محلي ظاهر بعنوان مختصر صالح، لذلك دخل مباشرة دون انتظار تفاصيل إضافية.","medium","discovered","","Expansion Round 7 district sweep from Google result snippet mentioning Tatli Cafe in Al Basatin on the eastern inner ring road","cafes","تاتلي كافيه","Tatli Cafe","الدائري الشرقي الداخلي، بجانب نقوة اند فوندو","tatli-cafe","bastatin-east","https://www.instagram.com/p/old-tatli-buraidah/","unknown","unknown","","","","","",""
"simpri-cafe-buraidah","سيمبري كافية","Simpri Cafe","بريدة","البساتين","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح جديد في البساتين؛ أُضيف رغم خفة المرجع لأن معيار جولات coverage هنا مقصود أن يكون واسعًا.","low","discovered","","Expansion Round 7 district sweep from Google result snippet mentioning Simpri Cafe opening in Al Basatin, Buraidah; kept as low-confidence discovered","cafes","سيمبري كافية","Simpri Cafe","حي البساتين، بريدة","simpri-cafe","bastatin","https://www.instagram.com/reel/wbj-bastatin-branch/","unknown","unknown","","","","","",""
"berrt-cafe-qurtubah-buraidah","برت","Berrt","بريدة","قرطبة","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","مرشح جديد في قرطبة ظهر بعنوان مختصر كافٍ، لذلك دخل discovered فورًا.","medium","discovered","","Expansion Round 7 district sweep 2 from Google result snippet mentioning Berrt in North Buraidah / Qurtubah","cafes","برت","Berrt","شمال بريدة، قرطبة","berrt-cafe","qurtubah","https://www.instagram.com/reel/berrt-qurtubah/","unknown","unknown","","","","","",""
"rashf-cafe-rahab-qurtubah","رشف كافيه","Rashf Cafe","بريدة","الرحاب / قرطبة","كافيه",,,"unknown","unknown","unknown","yes","unknown","unknown","unknown","unknown","unknown","unknown","","","24 ساعة","سجل coverage نظيف لاسم وموقع واضحين على محور قرطبة/الرحاب.","medium","discovered","","Expansion Round 7 district sweep 2 from Google result snippet mentioning Rashf Cafe on Qurtubah street in Al Rahab, Buraidah","cafes","رشف كافيه","Rashf Cafe","حي الرحاب، شارع قرطبة","rashf-cafe","qurtubah-st","https://www.instagram.com/p/rashf-qurtubah/","unknown","unknown","","","","","",""
"coffee-bean-tea-leaf-buraidah","ذا كوفي بين آند تي ليف","The Coffee Bean & Tea Leaf","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","سجل أقدم كان مرشح افتتاح عام؛ بعد ظهور افتتاح الجديعي مول صار هذا السجل مرجّحًا كمكرر تمهيدي.","low","duplicate","","Reconciled in light audit: superseded by opening-linked record at Al Jedai Mall","cafes","ذا كوفي بين آند تي ليف","The Coffee Bean & Tea Leaf","بريدة","coffee-bean-tea-leaf-buraidah","planned","https://www.instagram.com/reel/the-coffee-bean-buraidah/","unknown","unknown","","","","","coffee-bean-tea-leaf-jedai-buraidah","Superseded by opened Al Jedai Mall record"
"black-penguin-cafe-buraidah","مقهى البطريق الأسود","Black Penguin Cafe","بريدة","النهضة","كافيه",,,"unknown","unknown","unknown","yes","unknown","unknown","unknown","unknown","unknown","unknown","https://www.instagram.com/cafe_bp/","","5 صباحًا حتى 2 صباحًا، الجمعة 12 مساءً حتى 3 صباحًا","سجل قوي نسبيًا لحي النهضة مع اسم واضح وساعات ظاهرة ومصدر مباشر.","medium","discovered","","Expansion Round 8 district sweep from Instagram account snippet explicitly mentioning Buraydah / Al Nahdah and operating hours","cafes","مقهى البطريق الأسود","Black Penguin Cafe","حي النهضة، بريدة","black-penguin-cafe","nahdah","https://www.instagram.com/cafe_bp/","unknown","unknown","","","","","",""
"mudawwar-cafeteria-buraidah","مدوّر","Mudawwar Cafeteria","بريدة","النهضة","كافيه / كافتيريا",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح نهضة واضح بموقع مختصر صالح للإدخال coverage-first.","medium","discovered","","Expansion Round 8 district sweep from Instagram reel surfaced in Google results mentioning Mudawwar in Al Nahdah / Uthman bin Affan road","cafes","مدوّر","Mudawwar Cafeteria","طريق عثمان بن عفان، حي النهضة","mudawwar-cafeteria","uthman-bin-affan","https://www.instagram.com/reel/DJhbEeEiNyF/","unknown","unknown","","","","","",""
"appy-cafe-buraidah","آبي","Appy","بريدة","النهضة","كافيه",,,"unknown","unknown","unknown","unknown","unknown","yes","yes","unknown","unknown","yes","","","","كوفي جديد في النهضة مع عنوان واضح وإشارة لجلسات داخلية وخارجية.","medium","discovered","","Expansion Round 8 district sweep from Google result snippet mentioning appy.sa as a new cafe in Buraydah / Al Nahdah / Abu Bakr road","cafes","آبي","Appy","شارع أبو بكر الصديق، حي النهضة","appy-cafe","abu-bakr","https://www.instagram.com/p/DJ9U0OCohr4/","unknown","unknown","","","","","",""
"apres-cafe-buraidah-nahdah","ابريس كافيه","Apres Cafe","بريدة","النهضة","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","0559463678","","مرشح نهضة جيّد مع عنوان واضح ورقم خدمة ظاهر في النتيجة.","medium","discovered","","Expansion Round 8 district sweep from Instagram reel snippet mentioning Apres Cafe in Buraydah / Al Nahdah / Uthman bin Affan with customer service number","cafes","ابريس كافيه","Apres Cafe","شارع عثمان بن عفان، حي النهضة","apres-cafe-buraidah","nahdah","https://www.instagram.com/reel/DIZOBjbNUlV/","unknown","unknown","","","","","",""
"ode-caffe-buraidah-rayyan","أود","Ode Caffe","بريدة","الريان","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","إضافة مباشرة من محور الريان مع عنوان شارع واضح داخل الحي.","medium","discovered","","Expansion Round 8 district sweep from Google result snippet mentioning Ode in Al Rayyan / Prince Faisal bin Mishaal road","cafes","أود","Ode Caffe","طريق الأمير فيصل بن مشعل بن سعود، حي الريان","ode-caffe","rayyan","https://www.instagram.com/p/DRp8UQJjBdY/","unknown","unknown","","","","","",""
"fayd-cafe-buraidah-rayyan","فيض كافيه","Fayd Cafe","بريدة","الريان","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","فرع جديد مرشح في الريان ضمن sweep التغطية الواسعة.","medium","discovered","","Expansion Round 8 district sweep from video snippet surfaced in Google results mentioning new Fayd Cafe branch in Al Rayyan, North Buraidah","cafes","فيض كافيه","Fayd Cafe","شمال بريدة، حي الريان","fayd-cafe","rayyan-north","https://www.instagram.com/reel/fayd-rayyan/","unknown","unknown","","","","","",""
"tawat-zaman-buraidah-rayyan","تاوة زمان","Tawat Zaman","بريدة","الريان","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح فعلي في الريان مع معلومة موقع مختصرة كافية للإدخال.","medium","discovered","","Expansion Round 8 district sweep from video snippet surfaced in Google results mentioning Tawat Zaman in Al Rayyan near Jami Al Hablain","cafes","تاوة زمان","Tawat Zaman","قريب من جامع الحبلين، حي الريان","tawat-zaman","rayyan","https://www.instagram.com/reel/tawat-zaman-rayyan/","unknown","unknown","","","","","",""
"krtah-rayyan-buraidah","كرتة Breakfast & more","Krtah Breakfast & more","بريدة","الريان","كافيه / فطور",,,"unknown","unknown","yes","unknown","unknown","unknown","unknown","unknown","unknown","yes","https://www.instagram.com/krtah.sa/","","","سجل واضح في الريان مع شارع محدد وهوية أقرب لمقهى/فطور.","medium","discovered","","Expansion Round 8 district sweep from Instagram account snippet explicitly mentioning Imam Al Bukhari street in Al Rayyan, Buraidah","cafes","كرتة Breakfast & more","Krtah Breakfast & more","شارع الإمام البخاري، حي الريان","krtah","rayyan-bukhari","https://www.instagram.com/krtah.sa/","unknown","unknown","","","","","",""
"koffiqa-buraidah-rayyan","كوفيكا","Koffiqa","بريدة","الريان","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح ريّان جديد ظهر باسمه وعلاقته المباشرة بالحي.","medium","discovered","","Expansion Round 8 district sweep from Google result snippet mentioning Koffiqa in Al Rayyan, Buraidah","cafes","كوفيكا","Koffiqa","حي الريان، بريدة","koffiqa","rayyan","https://www.instagram.com/p/DRlh3dRDEj_/","unknown","unknown","","","","","",""
"ranci-buraidah-rayyan","رانسي","RANCI","بريدة","الريان","مقهى / قهوة مختصة",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","unknown","https://www.instagram.com/ranci_sa/","","","قهوة مختصة وأكثر في الريان مع مرجع حساب واضح وعنوان جيد.","medium","discovered","","Expansion Round 8 district sweep from Instagram account snippet explicitly mentioning Imam Al Bukhari street, Al Rayyan, Buraidah","cafes","رانسي","RANCI","شارع الإمام البخاري، حي الريان، بريدة","ranci","rayyan-bukhari","https://www.instagram.com/ranci_sa/","unknown","unknown","","","","","",""
"jewar-cafe-buraidah-rayyan","جِوار","Jewar Cafe","بريدة","الريان","مقهى / قهوة مختصة",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","unknown","https://www.instagram.com/jewarcafe/","","","مرشح قوي في الريان وهوية القهوة المختصة ظاهرة مباشرة.","medium","discovered","","Expansion Round 8 district sweep from Instagram account snippet explicitly mentioning specialty coffee in Buraydah / Al Rayyan","cafes","جِوار","Jewar Cafe","حي الريان، بريدة","jewar-cafe","rayyan","https://www.instagram.com/jewarcafe/","unknown","unknown","","","","","",""
"kefi-an-buraidah-rahab","كفي آن","Kefi Ann","بريدة","الرحاب","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح رحاب واضح ظهر بالاسم والحي والشارع، فأُدخل مباشرة ضمن التغطية.","medium","discovered","","Expansion Round 9 broad sweep from video snippet surfaced in Google results mentioning Kefi Ann in Al Rahab / Qurtubah street, Buraidah","cafes","كفي آن","Kefi Ann","شارع قرطبة، حي الرحاب","kefi-ann","rahab-qurtubah","https://www.instagram.com/reel/kefi-ann-rahab/","unknown","unknown","","","","","",""
"match-cafe-buraidah-rahab","متش","Match Cafe","بريدة","الرحاب","كافيه / مخبوزات",,,"unknown","unknown","yes","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","مرشح جيد لأن النتيجة أعطت الاسم ونوع النشاط والموقع داخل حي الرحاب.","medium","discovered","","Expansion Round 9 broad sweep from Google result snippet mentioning Match Cafe in Al Rahab / Omar bin Al Khattab road, Buraidah","cafes","متش","Match Cafe","طريق عمر بن الخطاب، حي الرحاب","match-cafe","omar-bin-al-khattab","https://www.instagram.com/reel/CwTVWz8NVPQ/","unknown","unknown","","","","","",""
"half-million-rahab-omar-buraidah","هاف مليون","Half Million","بريدة","الرحاب","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","فرع إضافي محتمل لهاف مليون في الرحاب؛ أُضيف مباشرة لكن تحت branch_conflict لتجنّب دمج غير آمن.","medium","branch_conflict","","Expansion Round 9 broad sweep from Google result snippet mentioning Half Million in Al Rahab / Omar bin Al Khattab; retained as branch_conflict because Half Million already exists in master as multi-branch unresolved group","cafes","هاف مليون","Half Million","طريق عمر بن الخطاب، حي الرحاب","half-million","rahab-omar-bin-al-khattab","https://www.instagram.com/p/CeGnUfWoBX7/","unknown","unknown","","","","","",""
"pard-rahab-buraidah","بارد","PARD","بريدة","الرحاب","كافيه / بيكري",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","https://www.instagram.com/pard_sa/","","","بارد يظهر بقوة في شمال/رحاب بريدة، فأُدخل كسجل تغطية مستقل بدل تفويته.","medium","discovered","","Expansion Round 9 broad sweep from repeated Google result presence in Qurtubah/Rahab area; retained as discovered branch-level candidate","cafes","بارد","PARD","الرحاب / شمال بريدة","pard-cafe","rahab-north","https://www.instagram.com/pard_sa/","unknown","unknown","","","","","",""
"lion-coffee-buraidah","ليون كافيه","Lion Coffee","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح قديم لكنه حقيقي محليًا؛ أُضيف بعتبة منخفضة لزيادة الشمول.","low","discovered","","Expansion Round 9 broad sweep from older Instagram result mentioning @lioncoffeeco in Buraidah; kept light due to weaker location precision","cafes","ليون كافيه","Lion Coffee","مقابل البرج، بريدة","lion-coffee","opposite-tower","https://www.instagram.com/p/CEHVYAuJ0F-/","unknown","unknown","","","","","",""
"corner-coffee-safra-2","كورنر كوفي","Corner Coffee","بريدة","الصفراء","مقهى / قهوة مختصة",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","unknown","","","","سجل تكميلي للصفراء تبيّن أنه أقرب لمكرر من كونه فرعًا مستقلًا.","low","duplicate","","Light audit reconciliation: downgraded from branch_conflict to duplicate of corner-coffee-safra","cafes","كورنر كوفي","Corner Coffee","حي الصفراء، بريدة","corner-coffee","safra-2","https://www.google.com/search?q=%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9+%D8%A7%D9%84%D8%B5%D9%81%D8%B1%D8%A7%D8%A1+site:instagram.com","unknown","unknown","","","","","corner-coffee-safra","Same Safra concept as corner-coffee-safra"
"sigma-caffe-safra-2","سيجما كافيه","Sigma Caffe","بريدة","الصفراء","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","سجل تكميلي للصفراء تبيّن أنه أقرب لمكرر من كونه فرعًا مستقلًا.","low","duplicate","","Light audit reconciliation: downgraded from branch_conflict to duplicate of sigma-caffe-safra","cafes","سيجما كافيه","Sigma Caffe","حي الصفراء، بريدة","sigma-caffe","safra-2","https://www.google.com/search?q=%D9%83%D8%A7%D9%81%D9%8A%D9%87+%D8%A8%D8%B1%D9%8A%D8%AF%D8%A9+%D8%A7%D9%84%D8%B5%D9%81%D8%B1%D8%A7%D8%A1+site:instagram.com","unknown","unknown","","","","","sigma-caffe-safra","Same Safra concept as sigma-caffe-safra"
"burner-cafe-west-buraidah","بيرنر","Burner Cafe","بريدة","غرب بريدة","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","مرشح حقيقي واضح من محور غرب بريدة، أُضيف لزيادة الشمول الجغرافي.","medium","discovered","","Expansion Round 10 broad directional sweep from Google result snippet explicitly mentioning Burner in West Buraidah","cafes","بيرنر","Burner Cafe","غرب بريدة","burner-cafe","west","https://www.instagram.com/reel/DGMMCbUIxxs/","unknown","unknown","","","","","",""
"fuzt-cafe-buraidah","FUZT","FUZT","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","اسم جديد ظهر بوضوح في نتائج بريدة ويستحق الدخول فورًا في master.","medium","discovered","","Expansion Round 10 broad directional sweep from Google result snippet mentioning FUZT cafe in Buraidah","cafes","FUZT","FUZT","بريدة","fuzt-cafe","main","https://www.instagram.com/reel/DLnZtN_C5Ra/","unknown","unknown","","","","","",""
"elct-cafe-buraidah","إلكت","ELCT","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","موسمي / يفتح 3 شهور وفق الوصف الظاهر","مرشح جديد وملفت ظهر بعنوان شارع واضح نسبيًا.","medium","discovered","","Expansion Round 10 broad directional sweep from Google result snippet mentioning ELCT opening in Buraidah on Abu Bakr road","cafes","إلكت","ELCT","طريق أبو بكر الصديق، بريدة","elct-cafe","abu-bakr","https://www.instagram.com/reel/DDuyM1DI7rO/","unknown","unknown","","","","","",""
"ebarah-coffee-buraidah","قهوة عبارة","Ebarah Coffee","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح coverage جديد دخل لأن اسمه وحضوره المحلي في بريدة واضحان بما يكفي.","medium","discovered","","Expansion Round 10 broad directional sweep from Google result snippet mentioning @ebarah_sa in Buraidah","cafes","قهوة عبارة","Ebarah Coffee","بريدة","ebarah-coffee","main","https://www.instagram.com/reel/DLk241fIe_2/","unknown","unknown","","","","","",""
"nadr-cafe-buraidah","نَدر كافية","Nadr Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم جديد غير موجود في master وظهر في سياق كوفيهات بريدة؛ دخل كسجل discovered.","medium","discovered","","Expansion Round 10 broad directional sweep from Google result snippet mentioning Nadr Cafe in Buraidah coffee context","cafes","نَدر كافية","Nadr Cafe","بريدة","nadr-cafe","main","https://www.instagram.com/reel/DMDk0dita-U/","unknown","unknown","","","","","",""
"namq-cafe-buraidah","نمق كافيه","Namq Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","أُضيف لرفع الشمول لأن الاسم والشارع واضحان بشكل كافٍ.","medium","discovered","","Expansion Round 10 broad directional sweep from Google result snippet mentioning Namq Cafe opening in Buraidah on Uthman bin Affan road","cafes","نمق كافيه","Namq Cafe","طريق عثمان بن عفان، بريدة","namq-cafe","uthman-bin-affan","https://www.instagram.com/reel/C1IHP5MLYDe/","unknown","unknown","","","","","",""
"khla-cafe-buraidah","خلة كافيه","Khl Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح محلي جديد ظهر مباشرة في نتائج قهوة بريدة ويستحق الإدخال السريع.","medium","discovered","","Expansion Round 11 ongoing collection from coffee-in-Buraidah video result mentioning @khl.cafe in Buraidah context","cafes","خلة كافيه","Khl Cafe","بريدة","khla-cafe","main","https://www.instagram.com/reel/khl-cafe-buraidah/","unknown","unknown","","","","","",""
"aso-coffee-buraidah","قهوة أسو","Aso Coffee","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","اسم جديد واضح داخل مدينة بريدة أُضيف لرفع الشمول العددي.","medium","discovered","","Expansion Round 11 ongoing collection from Google result snippet explicitly mentioning Aso Coffee in Buraidah","cafes","قهوة أسو","Aso Coffee","بريدة","aso-coffee","main","https://www.instagram.com/p/DBMJ6eANnPW/","unknown","unknown","","","","","",""
"dar-keif-buraidah-ufuq","دار كيف","Dar Keif","بريدة","الأفق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","إضافة مفيدة لأنها جاءت مع حي واضح داخل الأفق، وهذا مهم لتغطية الأحياء.","medium","discovered","","Expansion Round 11 ongoing collection from Google result snippet under Ebarah result mentioning Dar Keif in Al Ufuq, Buraidah","cafes","دار كيف","Dar Keif","حي الأفق، بريدة","dar-keif","ufuq","https://www.instagram.com/reel/dar-keif-ufuq/","unknown","unknown","","","","","",""
"eighty-cafe-uthman-buraidah-2","ثمانين كافية","Eighty Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","يبدو هذا الاسم صيغة عربية/تحريرية لنفس سجل 80+ على عثمان بن عفان.","low","duplicate","","Light audit reconciliation: treated as alias/duplicate of eighty-plus-uthman","cafes","ثمانين كافية","Eighty Cafe","شارع عثمان بن عفان، بريدة","eighty-cafe","uthman-bin-affan","https://www.instagram.com/p/CE9j7NxpO_e/","unknown","unknown","","","","","eighty-plus-uthman","Arabic alias of eighty-plus-uthman"
"woods-cafe-buraidah","وودز","Woods","بريدة","غير متحقق","مقهى / محمصة",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","unknown","","","","اسم جديد واضح مع إشارة افتتاح مباشرة في بريدة، لذا أُدخل فورًا ضمن التغطية.","medium","discovered","","Expansion Round 12 from new-cafe Google result explicitly mentioning Woods opening in Buraidah","cafes","وودز","Woods","بريدة","woods-cafe","main","https://www.instagram.com/p/DRRWGDHgiWV/","unknown","unknown","","","","","",""
"way-cafe-buraidah-ufuq","وي كافيه","Way Cafe","بريدة","الأفق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","إضافة مهمة لأنها تدعم تغطية حي الأفق باسم جديد صريح.","medium","discovered","","Expansion Round 12 from new-cafe Google result snippet mentioning Way Cafe in Al Ufuq, Buraidah","cafes","وي كافيه","Way Cafe","حي الأفق، بريدة","way-cafe","ufuq","https://www.instagram.com/spoon_rs/","unknown","unknown","","","","","",""
"naba-cafe-buraidah","نبا كافيه","Naba Cafe","بريدة","شمال بريدة","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","مرشح جديد من الشمال، مفيد لزيادة التغطية الجغرافية والأسمية.","medium","discovered","","Expansion Round 12 from new-cafe video snippet mentioning Naba Cafe in North Buraidah","cafes","نبا كافيه","Naba Cafe","شمال بريدة","naba-cafe","north","https://www.instagram.com/reel/naba-cafe-buraidah/","unknown","unknown","","","","","",""
"ems-cafe-buraidah","إمز","Ems Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","إضافة جديدة من نتيجة صريحة لاسم الكوفي وموقعه المختصر داخل بريدة.","medium","discovered","","Expansion Round 13 additional collection from Google result snippet mentioning Ems Cafe on Abu Bakr road in Buraidah","cafes","إمز","Ems Cafe","طريق أبو بكر الصديق، بريدة","ems-cafe","abu-bakr","https://www.instagram.com/p/DQhwIysjbnB/","unknown","unknown","","","","","",""
"veloce-cafe-buraidah","فيلوتشي كافيه","Veloce Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","","","","يُرجّح أن هذا السجل يشير لنفس العلامة/الفرع الذي أُدخل سابقًا تحت فيلوتشي.","medium","duplicate","","Light audit reconciliation: merged as likely spelling/branding duplicate of vellucci-cafe-buraidah","cafes","فيلوتشي كافيه","Veloce Cafe","بريدة","veloce-cafe","main","https://www.instagram.com/asa_rest_/","unknown","unknown","","","","","vellucci-cafe-buraidah","Likely duplicate spelling/branding variant of vellucci-cafe-buraidah"
"coffee-bean-tea-leaf-jedai-buraidah","ذا كوفي بين آند تي ليف","The Coffee Bean & Tea Leaf","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","افتتاح ظاهر في الجديعي مول ببريدة، لذا أصبح هذا هو السجل المرجعي الأنظف للعلامة داخل المدينة.","medium","discovered","","Light audit reconciliation: promoted as canonical discovered record for Coffee Bean & Tea Leaf in Buraidah","cafes","ذا كوفي بين آند تي ليف","The Coffee Bean & Tea Leaf","الجديعي مول، بريدة","coffee-bean-tea-leaf-buraidah","al-jedai-mall-opened","https://www.instagram.com/reel/DQm7XLJjEbq/","unknown","unknown","","","","","",""
"xoxo-cafe-roastery-buraidah","XOXO Cafe Roastery","xoxo_cafe_roastery","بريدة","غير متحقق","مقهى / محمصة",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","unknown","","","","اسم فعلي غير موجود في master وظهر مباشرة باسم الكوفي والمدينة، لذلك دخل coverage-first.","medium","discovered","","Expansion Round 14 mass coverage push from older Qassim cafes result explicitly naming xoxo_cafe_roastery in Buraidah","cafes","XOXO Cafe Roastery","XOXO Cafe Roastery","بريدة","xoxo-cafe-roastery","main","https://www.instagram.com/p/B0zNlUQln2Y/","unknown","unknown","","","","","",""
"ttwin-cafe-buraidah","T Twin Cafe","ttwincafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح جديد باسم مباشر ظهر ضمن نتائج بريدة والقصيم.","medium","discovered","","Expansion Round 14 mass coverage push from Qassim coffeehouses result explicitly tagging ttwincafe in Buraidah context","cafes","T Twin Cafe","T Twin Cafe","بريدة","ttwin-cafe","main","https://www.instagram.com/p/DUQI1zdCAt9/","unknown","unknown","","","","","",""
"new-city-cafe-buraidah","كافيه مدينتي الجديدة","New City Cafe","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","https://www.instagram.com/citycoffee2030/","","","أُضيف كاسم فعلي مستقل لأنه لا يظهر كسجل قائم في master حتى الآن.","medium","discovered","","Expansion Round 14 mass coverage push from account result explicitly describing itself as a notable place in Buraidah coffee scene","cafes","كافيه مدينتي الجديدة","New City Cafe","بريدة","new-city-cafe","main","https://www.instagram.com/citycoffee2030/","unknown","unknown","","","","","",""
"nawa-cafe-sultanah-buraidah","نوى","Nawa Cafe","بريدة","سلطانة","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","97320019","","إضافة جيدة لأنها تأتي باسم الكوفي والحي ورقم التواصل داخل snippet واحد.","medium","discovered","","Expansion Round 14 mass coverage push from hashtag result explicitly mentioning Nawa Cafe in Sultanah, Buraidah","cafes","نوى","Nawa Cafe","حي سلطانة، بريدة","nawa-cafe","sultanah","https://www.instagram.com/reel/DVFZ0nsitND/","unknown","unknown","","","","","",""
"salire-roastery-buraidah","Salire Roastery","Salire Roastery","بريدة","الريان","مقهى / محمصة",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","yes","unknown","","","","إضافة قوية نسبيًا لأن الاسم ونوع النشاط والشارع ظهرت معًا بوضوح.","medium","discovered","","Expansion Round 15 deep search push from roundup result explicitly naming Salire Roastery on Al Bukhari street in Buraidah","cafes","Salire Roastery","Salire Roastery","شارع البخاري، بريدة","salire-roastery","bukhari","https://www.instagram.com/p/C3WEcyDoLg7/","unknown","unknown","","","","","",""
"murabba-cafe-buraidah","باي مربّع","by.murabba","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","مرشح محلي جديد ظهر كاسم كافيه فعلي في نتائج تجميعية لبريدة.","medium","discovered","","Expansion Round 15 deep search push from local roundup result tagging @by.murabba under Buraidah cafes context","cafes","باي مربّع","by.murabba","بريدة","murabba-cafe","main","https://www.instagram.com/p/DUxEC5EjDOC/","unknown","unknown","","","","","",""
"bonak-coffee-buraidah","بونك","bonak.sa","بريدة","غير متحقق","كافيه",,,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","","إضافة coverage جديدة لاسم غير موجود سابقًا وظهر في سياق قهوة بريدة.","medium","discovered","","Expansion Round 15 deep search push from local roundup result tagging @bonak.sa in Buraidah coffee context","cafes","بونك","bonak.sa","بريدة","bonak-coffee","main","https://www.instagram.com/p/DVJeg4cDI4G/","unknown","unknown","","","","","",""
